,WorkOpenAlex_ID,PersonOpenAlex_ID,PersonName,PersonOrcid,Role,Team,IsCorrespondingAuthor
3648,W4404318658,A5033452410,Suzanne Pfeffer,0000-0002-6462-984X,Co-PI,Alessi,Yes
3649,W4401316242,A5023471345,Ebsy Jaimon,0000-0001-6845-2095,Key Personnel,Alessi,No
3650,W4401316242,A5036045846,Yu‐En Lin,0000-0002-5848-5405,Key Personnel,Alessi,No
3651,W4401316242,A5029388712,Francesca Tonelli,0000-0002-4600-6630,Key Personnel,Alessi,No
3652,W4401316242,A5039704196,Odetta Antico,0000-0002-7325-3303,Key Personnel,Alessi,No
3653,W4401316242,A5054181982,Dario Alessi,0000-0002-2140-9185,Lead-PI,Alessi,No
3654,W4401316242,A5033452410,Suzanne Pfeffer,0000-0002-6462-984X,Co-PI,Alessi,Yes
3655,W4401669789,A5017886169,Sean Simmons,,Key Personnel,Scherzer,Yes
3656,W4401669789,A5080948604,Xian Adiconis,0000-0002-4052-2503,,,No
3657,W4401669789,A5086382225,Nathan Haywood,0000-0003-2213-5080,,,No
3658,W4401669789,A5063059245,Jacob Parker,0000-0001-9425-6418,Key Personnel,Scherzer,No
3659,W4401669789,A5000457670,Zechuan Lin,0000-0003-2270-5194,Key Personnel,Scherzer,No
3660,W4401669789,A5090291379,Zhixiang Liao,0000-0001-7014-5465,,,No
3661,W4401669789,A5018300263,Idil Tuncali,0000-0001-7437-285X,,,No
3662,W4401669789,A5085440029,Aziz Al’Khafaji,0000-0002-4677-5667,,,No
3663,W4401669789,A5111294243,Asa Shin,,,,No
3664,W4401669789,A5034446085,Karthik Jagadeesh,0000-0002-0957-812X,,,No
3665,W4401669789,A5080377515,Kirk Gosik,0000-0001-7612-2176,,,No
3666,W4401669789,A5023411745,Michael Gatzen,0000-0001-5390-0705,,,No
3667,W4401669789,A5065665626,Jonathan Smith,,,,No
3668,W4401669789,A5009482508,Daniel El-Kodsi,0000-0002-8896-0043,Key Personnel,Studer,No
3669,W4401669789,A5024908746,Yuliya Kuras,0000-0001-5388-3669,,,No
3670,W4401669789,A5055928333,Clare Baecher‐Allan,0000-0003-2405-8525,,,No
3671,W4401669789,A5050607848,Geidy Serrano,0000-0002-9527-2011,Key Personnel,Scherzer,No
3672,W4401669789,A5072613176,Thomas Beach,0000-0003-3296-6128,Key Personnel,Scherzer,No
3673,W4401669789,A5072613176,Thomas Beach,0000-0003-3296-6128,Collaborating PI,Voet,No
3674,W4401669789,A5063557800,Kiran Garimella,0000-0002-6212-5736,,,No
3675,W4401669789,A5071415389,Orit Rozenblatt–Rosen,0000-0001-6313-3570,,,No
3676,W4401669789,A5004067604,Aviv Regev,0000-0003-3293-3158,,,No
3677,W4401669789,A5053690577,Xianjun Dong,0000-0002-8052-9320,Co-PI,Scherzer,No
3678,W4401669789,A5008377476,Clemens Scherzer,0000-0002-0567-9193,Lead-PI,Scherzer,No
3679,W4401669789,A5024425176,Joshua Levin,0000-0002-0170-3598,Co-PI,Scherzer,No
3680,W4317490316,A5073420685,Dhanesh Bindu,,,,Yes
3681,W4317490316,A5023506109,Justin Savage,0000-0002-1530-4942,Key Personnel,Calakos,No
3682,W4317490316,A5064817514,Nicholas Brose,0000-0003-1559-0237,Key Personnel,Calakos,No
3683,W4317490316,A5107935517,Luke Bradley,,Key Personnel,Calakos,No
3684,W4317490316,A5033925667,Kylie Dimond,,,,No
3685,W4317490316,A5002647104,Christabel Tan,0000-0002-6483-5838,,,No
3686,W4317490316,A5017962710,Çağla Eroğlu,0000-0002-7204-0218,Co-PI,Calakos,Yes
3687,W4401933640,A5053538648,Natalie Kaempf,0000-0002-5466-3972,Key Personnel,Voet,No
3688,W4401933640,A5027782677,Jorge Valadas,0000-0002-2126-9485,,,No
3689,W4401933640,A5020825067,Pieter Robberechts,0000-0002-3734-0047,,,No
3690,W4401933640,A5065096295,Nils Schoovaerts,0000-0003-0990-6784,,,No
3691,W4401933640,A5066788526,Roman Praschberger,0000-0001-7162-2403,,,No
3692,W4401933640,A5044662708,Antonio Ortega,0000-0002-6617-341X,,,No
3693,W4401933640,A5106801012,Ayse Kilic,0000-0002-9369-8377,,,No
3694,W4401933640,A5081972058,Dries Chabot,,,,No
3695,W4401933640,A5067528977,Ulrike Pech,0009-0009-6985-9300,,,No
3696,W4401933640,A5055747324,Sabine Kuenen,0000-0001-9135-5293,,,No
3697,W4401933640,A5035170115,Sven Vilain,0000-0002-9166-2792,,,No
3698,W4401933640,A5082210414,El‐Sayed Baz,0000-0003-1382-6090,,,No
3699,W4401933640,A5057044252,Jeevanjot Singh,,,,No
3700,W4401933640,A5029479248,Jesse Davis,0000-0002-3748-9263,,,No
3701,W4401933640,A5100402709,Sha Liu,0000-0002-7168-330X,,,No
3702,W4401933640,A5040983698,Patrik Verstreken,0000-0002-5073-5393,Collaborating PI,Voet,Yes
3703,W4409699212,A5002039998,Juan Li,0000-0003-1565-2477,Key Personnel,Schlossmacher,No
3704,W4409699212,A5113327390,Kelsey Grimes,,,,No
3705,W4409699212,A5026894888,Joseph Saade,,,,No
3706,W4409699212,A5080762163,Julianna Tomlinson,0000-0003-2997-5162,Project Manager,Schlossmacher,No
3707,W4409699212,A5067113888,Tiago Mestre,0000-0002-6973-7479,,,No
3708,W4409699212,A5070826694,Sebastian Schade,0000-0002-6316-6804,,,No
3709,W4409699212,A5008858542,Sandrina Weber,0000-0001-5713-2141,,,No
3710,W4409699212,A5010902538,Mohammed Dakna,0000-0001-8341-0360,,,No
3711,W4409699212,A5060437091,Tamara Wicke,0000-0001-9779-4692,,,No
3712,W4409699212,A5028000508,Elisabeth Lang,0000-0001-5748-1376,,,No
3713,W4409699212,A5022630766,Claudia Trenkwalder,0000-0001-6407-1199,,,No
3714,W4409699212,A5089514184,Natalina Salmaso,0000-0002-9661-5194,Collaborating PI,Schlossmacher,No
3715,W4409699212,A5088691231,Andrew Frank,0009-0009-2368-2538,,,No
3716,W4409699212,A5007444643,Tim Ramsay,0000-0001-8478-8170,,,No
3717,W4409699212,A5034701753,Douglas Manuel,0000-0003-0912-0845,,,No
3718,W4409699212,A5082185657,Brit Mollenhauer,0000-0001-8437-3645,Co-PI,Schlossmacher,No
3719,W4409699212,A5000268173,Michael Schlossmacher,0000-0002-0394-0300,Lead-PI,Schlossmacher,No
3720,W4392200679,A5045027000,Xiaowen Zhuang,0000-0002-9064-4023,Key Personnel,Edwards,No
3721,W4392200679,A5094013498,Julia Lemak,0000-0003-4224-7805,,,No
3722,W4392200679,A5006649044,Sadhana Sridhar,0000-0003-0041-3414,Key Personnel,Edwards,No
3723,W4392200679,A5015829168,Alexandra Nelson,0000-0002-9305-5662,Co-PI,Edwards,Yes
3724,W4394692897,A5073598563,Katerina Rademacher,0000-0001-9676-6673,Key Personnel,Edwards,No
3725,W4394692897,A5071153942,Zak Doric,0000-0003-2608-4196,,,No
3726,W4394692897,A5026471063,Dominik Haddad,0009-0001-9354-7747,,,No
3727,W4394692897,A5070921789,Aphroditi Mamaligas,0000-0002-9733-6285,,,No
3728,W4394692897,A5076562111,Szu-Chi Liao,0000-0003-2744-363X,Key Personnel,Edwards,No
3729,W4394692897,A5084319427,Rose Creed,0000-0003-4893-2010,Key Personnel,Edwards,No
3730,W4394692897,A5084978420,Kohei Kano,0000-0002-0223-5781,Key Personnel,Edwards,No
3731,W4394692897,A5045559041,Zac Chatterton,0000-0002-6683-1400,Key Personnel,Edwards,No
3732,W4394692897,A5045559041,Zac Chatterton,0000-0002-6683-1400,Key Personnel,Kirik,No
3733,W4394692897,A5014280534,YuHong Fu,0000-0003-4539-2039,Key Personnel,Edwards,No
3734,W4394692897,A5014280534,YuHong Fu,0000-0003-4539-2039,Key Personnel,Kirik,No
3735,W4394692897,A5014280534,YuHong Fu,0000-0003-4539-2039,Key personnel,Vila,No
3736,W4394692897,A5003511302,Joseph Garcia,0000-0002-7127-9534,,,No
3737,W4394692897,A5093743150,Victoria Vance,0000-0003-4546-5445,,,No
3738,W4394692897,A5083846976,Yoshitaka Sei,0000-0002-4725-8725,Key Personnel,Edwards,No
3739,W4394692897,A5068273191,Anatol Kreitzer,0000-0001-7423-2398,,,No
3740,W4394692897,A5047141421,Glenda Halliday,0000-0003-0422-8398,Collaborating PI,Edwards,No
3741,W4394692897,A5047141421,Glenda Halliday,0000-0003-0422-8398,Co-PI,Kirik,No
3742,W4394692897,A5047141421,Glenda Halliday,0000-0003-0422-8398,Co-PI,Vila,No
3743,W4394692897,A5015829168,Alexandra Nelson,0000-0002-9305-5662,Co-PI,Edwards,No
3744,W4394692897,A5004102600,Elyssa Margolis,0000-0001-8777-302X,,,No
3745,W4394692897,A5081058318,Ken Nakamura,0000-0002-9192-182X,Co-PI,Edwards,Yes
3746,W4406728222,A5066628008,Felix Kraus,0000-0002-3757-541X,,,No
3747,W4406728222,A5100642697,Yuchen He,0000-0002-6096-4915,,,No
3748,W4406728222,A5035448367,Sharan Swarup,0000-0003-0226-5582,,,No
3749,W4406728222,A5010446056,Katherine Overmyer,0000-0002-1929-1229,,,No
3750,W4406728222,A5108145366,Yizhi Jiang,,Key Personnel,Harper,No
3751,W4406728222,A5028364120,Johann Brenner,0000-0003-1306-3564,,,No
3752,W4406728222,A5045212954,Cristina Capitanio,0000-0002-5297-9156,Key Personnel,Harper,No
3753,W4406728222,A5037145890,Anna Bieber,0000-0001-5014-6620,Key Personnel,Harper,No
3754,W4406728222,A5070738917,Annie Jen,0000-0001-5569-8387,,,No
3755,W4406728222,A5042181659,Nicole Nightingale,0009-0004-6917-2406,,,No
3756,W4406728222,A5008047821,Benton Anderson,0000-0001-6156-342X,,,No
3757,W4406728222,A5100663728,Chan Lee,0000-0002-5512-8146,,,No
3758,W4406728222,A5026734370,João Paulo,0000-0002-4291-413X,,,No
3759,W4406728222,A5035241621,Ian Smith,0000-0002-4966-9333,,,No
3760,W4406728222,A5080004495,Jürgen Plitzko,0000-0002-6402-8315,,,No
3761,W4406728222,A5023564164,Brenda Schulman,0000-0002-3083-1126,Co-PI,Harper,No
3762,W4406728222,A5006303094,Florian Wilfling,0000-0002-6559-7261,Key Personnel,Harper,No
3763,W4406728222,A5006303094,Florian Wilfling,0000-0002-6559-7261,Paid Collaborator,Hurley,No
3764,W4406728222,A5086840789,Joshua Coon,0000-0002-0004-8253,,,No
3765,W4406728222,A5047746208,J. Harper,0000-0002-6944-7236,Lead PI,Harper,No
3766,W4399716922,A5062533128,Melissa Grant‐Peters,0000-0003-0585-0971,Key Personnel,Wood,No
3767,W4399716922,A5054705865,Aine Fairbrother-Browne,0000-0002-7196-1410,Key Personnel,Wood,No
3768,W4399716922,A5004778160,Amy Hicks,0000-0002-3965-5253,Key Personnel,Hardy,No
3769,W4399716922,A5012987083,Boyi Guo,0000-0003-2950-2349,,,No
3770,W4399716922,A5040314261,Regina Reynolds,0000-0001-6470-7919,,,No
3771,W4399716922,A5005665859,Louise Huuki-Myers,0000-0001-5148-3602,,,No
3772,W4399716922,A5050073727,Nicholas Eagles,0000-0002-9808-5254,,,No
3773,W4399716922,A5017568893,Jonathan Brenton,0000-0002-2381-8484,Key Personnel,Hardy,No
3774,W4399716922,A5017568893,Jonathan Brenton,0000-0002-2381-8484,Key Personnel,Wood,No
3775,W4399716922,A5033311649,Sonia García-Ruiz,0000-0003-4913-5312,Key Personnel,Wood,No
3776,W4399716922,A5064529704,Nicholas Wood,0000-0002-9500-3348,Lead-PI,Wood,No
3777,W4399716922,A5101470156,Sonia Gandhi,0000-0003-4395-2661,Co-PI,Wood,No
3778,W4399716922,A5003322851,Keri Martinowich,0000-0002-5237-0789,,,No
3779,W4399716922,A5040039946,Kristen Maynard,0000-0003-0031-8468,,,No
3780,W4399716922,A5075979341,Leonardo Collado‐Torres,0000-0003-2140-308X,,,No
3781,W4399716922,A5042439287,Mina Ryten,0000-0001-9520-6957,Co-PI,Hardy,Yes
3782,W4399716922,A5042439287,Mina Ryten,0000-0001-9520-6957,Co-PI,Wood,Yes
3783,W4399602719,A5063984041,Bishal Basak,0000-0003-4496-4162,Key Personnel,Hurley,No
3784,W4399602719,A5075390520,Erika Holzbaur,0000-0001-5389-4114,Co-PI,Hurley,Yes
3785,W4409340233,A5100762075,Xinbo Wang,0000-0001-8524-9662,Key Personnel,De Camilli,No
3786,W4409340233,A5045181995,Peng Xu,0000-0001-5197-9560,Key Personnel,De Camilli,No
3787,W4409340233,A5019788743,Amanda Bentley‐DeSousa,0000-0002-3667-4029,Key Personnel,De Camilli,No
3788,W4409340233,A5086649578,William Hancock‐Cerutti,0000-0002-8051-1112,,,No
3789,W4409340233,A5040142346,Shujun Cai,0000-0002-8558-6279,,,No
3790,W4409340233,A5009793962,Benjamin Johnson,0000-0003-3444-9669,Project Manager,De Camilli,No
3791,W4409340233,A5029388712,Francesca Tonelli,0000-0002-4600-6630,Key Personnel,Alessi,No
3792,W4409340233,A5026423769,Lin Shao,0000-0002-1905-4442,,,No
3793,W4409340233,A5016695766,Gabriel Talaia,0000-0003-1870-4658,Key Personnel,De Camilli,No
3794,W4409340233,A5054181982,Dario Alessi,0000-0002-2140-9185,Lead-PI,Alessi,No
3795,W4409340233,A5091271525,Shawn Ferguson,0000-0002-3092-7718,Co-PI,De Camilli,No
3796,W4409340233,A5037459294,Pietro Camilli,0000-0001-9045-0723,Lead PI,De Camilli,No
3797,W4399907545,A5014283519,Ruifeng Hu,0000-0001-5549-3082,Key Personnel,Scherzer,No
3798,W4399907545,A5111236143,Ruoxuan Wang,,,,No
3799,W4399907545,A5101720692,Jie Yuan,0000-0002-3857-4152,Key Personnel,Scherzer,No
3800,W4399907545,A5000457670,Zechuan Lin,0000-0003-2270-5194,Key Personnel,Scherzer,No
3801,W4399907545,A5019518841,Elizabeth Hutchins,0000-0003-2543-0798,,,No
3802,W4399907545,A5078256109,Barry Landin,,,,No
3803,W4399907545,A5090291379,Zhixiang Liao,0000-0001-7014-5465,,,No
3804,W4399907545,A5036062144,Ganqiang Liu,0000-0002-1921-9542,,,No
3805,W4399907545,A5008377476,Clemens Scherzer,0000-0002-0567-9193,Lead-PI,Scherzer,No
3806,W4399907545,A5053690577,Xianjun Dong,0000-0002-8052-9320,Co-PI,Scherzer,Yes
3807,W4398778789,A5053818945,Donald Doherty,0000-0002-4973-6225,Collaborating PI,Wichmann,Yes
3808,W4398778789,A5053818945,Donald Doherty,0000-0002-4973-6225,Key Personnel,Wichmann,Yes
3809,W4398778789,A5071290415,Liqiang Chen,0000-0003-3236-1129,Key Personnel,Wichmann,No
3810,W4398778789,A5051289855,Yoland Smith,0000-0002-8700-878X,Co-PI,Wichmann,No
3811,W4398778789,A5042569468,Thomas Wichmann,0000-0002-2751-9545,Lead-PI,Wichmann,No
3812,W4398778789,A5073427053,Hong‐Yuan Chu,0000-0003-0923-683X,Co-PI,Wichmann,No
3813,W4398778789,A5082122443,William Lytton,0000-0002-3727-2849,,,No
3814,W4399992138,A5023335764,Anne‐Caroline Martel,0000-0001-6590-0323,Key Personnel,Wichmann,Yes
3815,W4399992138,A5044246558,Damien Pittard,0000-0002-1169-8964,Key Personnel,Wichmann,No
3816,W4399992138,A5013254201,Annaelle Devergnas,0000-0002-0461-6422,Collaborating PI,Wichmann,No
3817,W4399992138,A5035960168,Benjamin Risk,0000-0003-1090-0777,Collaborating PI,Wichmann,No
3818,W4399992138,A5049719969,Jonathan Nassi,0000-0002-3144-3846,Key Personnel,Wichmann,No
3819,W4399992138,A5009573867,Waylin Yu,0000-0001-5489-3260,,,No
3820,W4399992138,A5011773329,Joshua Downer,0000-0003-3817-6733,Key Personnel,Wichmann,No
3821,W4399992138,A5042569468,Thomas Wichmann,0000-0002-2751-9545,Lead-PI,Wichmann,No
3822,W4399992138,A5056482545,Adriana Galván,0000-0001-9939-0130,Co-PI,Wichmann,No
3823,W4405791696,A5022778142,Ethan Brown,0000-0001-9744-8562,,,Yes
3824,W4405791696,A5025515809,Lana Chahine,0000-0003-2521-7196,,,No
3825,W4405791696,A5073135371,Andrew Siderowf,0000-0002-1750-7698,,,No
3826,W4405791696,A5092534245,Caroline Gochanour,0009-0009-3263-8344,,,No
3827,W4405791696,A5070199032,Ryan Kurth,0009-0004-4569-5763,,,No
3828,W4405791696,A5109729775,Micah Marshall,,,,No
3829,W4405791696,A5072297287,Chelsea Caspell‐Garcia,0000-0002-0933-1039,,,No
3830,W4405791696,A5008562274,Michael Brumm,0000-0002-3173-9989,,,No
3831,W4405791696,A5108121050,Christopher Coffey,,,,No
3832,W4405791696,A5087800771,Craig Stanley,,,,No
3833,W4405791696,A5023605199,Monica Korell,,,,No
3834,W4405791696,A5112925252,Bridget McMahon,0009-0001-2118-9565,,,No
3835,W4405791696,A5091461490,Maggie Kuhl,0009-0009-3187-4572,,,No
3836,W4405791696,A5092971505,Kimberly Fabrizio,,,,No
3837,W4405791696,A5089975024,Laura Heathers,0009-0008-1097-2678,,,No
3838,W4405791696,A5048034644,Tatiana Foroud,0000-0002-5549-2212,,,No
3839,W4405791696,A5038754906,Luis Concha‐Marambio,0000-0002-9454-8389,,,No
3840,W4405791696,A5090494025,Claudio Soto,,,,No
3841,W4405791696,A5080665846,Sohini Chowdhury,0009-0009-8321-0081,,,No
3842,W4405791696,A5070950034,Tanya Simuni,0000-0002-2347-1644,,,No
3843,W4405791696,A5091194111,Kenneth Marek,0000-0002-4197-5627,,,No
3844,W4405791696,A5080273687,Caroline Tanner,0000-0002-3775-5082,,,No
3845,W4399466972,A5103234864,M.R. Karim,0000-0002-0058-1429,Key Personnel,Lee,No
3846,W4399466972,A5118217095,Elizabeth Tiegs,,Key Personnel,Lee,No
3847,W4399466972,A5099063152,Emilie Gasparini,,,,No
3848,W4399466972,A5099063154,Riley Schlichte,,Key Personnel,Lee,No
3849,W4399466972,A5061285720,Scott Vermilyea,0000-0001-7827-8166,Key Personnel,Lee,No
3850,W4399466972,A5021234825,Michael Lee,0000-0001-5865-9682,Lead-PI,Lee,Yes
3851,W4409722820,A5065174544,Chuyu Chen,0000-0001-5666-5173,Key Personnel,Awatramani,No
3852,W4409722820,A5053106007,Meghan Masotti,0000-0002-2696-3265,,,No
3853,W4409722820,A5099058302,Nathaniel Shepard,0000-0002-8629-3152,,,No
3854,W4409722820,A5017220802,Vanessa Promes,0000-0002-9078-6232,,,No
3855,W4409722820,A5037973577,Giulia Tombesi,0000-0003-0683-8050,Key Personnel,Awatramani,No
3856,W4409722820,A5099058303,Daniel Arango,,,,No
3857,W4409722820,A5005572028,Claudia Manzoni,0000-0001-5367-4023,Key Personnel,Hardy,No
3858,W4409722820,A5056455938,Elisa Greggio,0000-0002-8172-3598,,,No
3859,W4409722820,A5063147284,Sabine Hilfiker,0000-0002-5167-7682,,,No
3860,W4409722820,A5058982351,Yevgenia Kozorovitskiy,0000-0002-3710-1484,,,No
3861,W4409722820,A5066027781,Loukia Parisiadou,0000-0002-2569-4200,Co-PI,Awatramani,No
3862,W4406357864,A5071290415,Liqiang Chen,0000-0003-3236-1129,Key Personnel,Wichmann,No
3863,W4406357864,A5058625347,Hiba Chehade,0000-0002-5959-7900,Key Personnel,Wichmann,No
3864,W4406357864,A5073427053,Hong‐Yuan Chu,0000-0003-0923-683X,Co-PI,Wichmann,No
3865,W4399852907,A5100325198,Siyu Chen,0000-0003-4565-4772,Key Personnel,Reck-Peterson,No
3866,W4399852907,A5013862228,Tamar Basiashvili,0000-0003-0394-3832,Key Personnel,Reck-Peterson,No
3867,W4399852907,A5006107445,Joshua Hutchings,0000-0001-6841-8583,Key Personnel,Reck-Peterson,No
3868,W4399852907,A5053245720,Marta Murillo,0000-0002-6175-9315,Key Personnel,Reck-Peterson,No
3869,W4399852907,A5092762755,Amalia Suarez,0000-0003-3400-2330,Key Personnel,Reck-Peterson,No
3870,W4399852907,A5103007906,E. Xiong,0009-0000-8023-5720,Key Personnel,Reck-Peterson,No
3871,W4399852907,A5068728058,Jaime Louro,0000-0002-2800-923X,Key Personnel,Reck-Peterson,No
3872,W4399852907,A5011173483,Andrés Leschziner,0000-0002-7732-7023,Co-PI,Reck-Peterson,No
3873,W4399852907,A5087861735,Elizabeth Villa,0000-0003-4677-9809,Co-PI,Reck-Peterson,Yes
3874,W4405315692,A5027391800,Pilar Jerez,0000-0002-5812-1898,,,No
3875,W4405315692,A5026092171,Peter Crea,0000-0001-8944-5716,,,No
3876,W4405315692,A5090408123,Daniel Ramos,0000-0002-4041-5273,,,No
3877,W4405315692,A5072234452,Emil Gustavsson,0000-0003-0541-7537,Key Personnel,Hardy,No
3878,W4405315692,A5072234452,Emil Gustavsson,0000-0003-0541-7537,Key Personnel,Wood,No
3879,W4405315692,A5063829492,Mandy Radefeldt,,,,No
3880,W4405315692,A5046196836,Mary Makarious,0000-0002-7978-1051,,,No
3881,W4405315692,A5054206729,Oluwadamilola Ojo,0000-0001-6461-2653,,,No
3882,W4405315692,A5109632531,Kimberley Billingsley,,,,No
3883,W4405315692,A5053048712,Laksh Malik,0000-0002-2498-146X,,,No
3884,W4405315692,A5058382948,Kensuke Daida,0000-0002-9177-9587,,,No
3885,W4405315692,A5115413021,Sarah Bromberek,,,,No
3886,W4405315692,A5043344738,Caixia Hu,0000-0002-7786-9586,,,No
3887,W4405315692,A5079880183,Zachary Schneider,0000-0002-1335-9392,,,No
3888,W4405315692,A5036188439,Aditya Surapaneni,0000-0003-4978-5980,,,No
3889,W4405315692,A5016376182,Julia Stadler,0000-0003-1156-631X,,,No
3890,W4405315692,A5073112819,Mie Rizig,0000-0003-2420-4449,,,No
3891,W4405315692,A5082416184,Huw Morris,0000-0002-5473-3774,Collaborating PI,Hardy,No
3892,W4405315692,A5085589147,Caroline Pantazis,0000-0002-2768-4903,,,No
3893,W4405315692,A5033284534,Hampton Leonard,0000-0003-2390-8110,,,No
3894,W4405315692,A5048281682,Laurel Screven,0009-0007-8630-6754,,,No
3895,W4405315692,A5039117237,Yue Qi,0000-0003-1914-8710,,,No
3896,W4405315692,A5041676520,Mike Nalls,0000-0003-0319-4325,,,No
3897,W4405315692,A5042119624,Sara Bandrés‐Ciga,0000-0003-0056-1361,,,No
3898,W4405315692,A5020514779,John Hardy,0000-0002-3122-0423,Lead-PI,Hardy,No
3899,W4405315692,A5082436384,Henry Houlden,0000-0002-2866-7777,,,No
3900,W4405315692,A5088861717,Celeste Eng,0000-0001-7968-1862,,,No
3901,W4405315692,A5103515987,Esteban Burchard,,,,No
3902,W4405315692,A5055941002,Linda Kachuri,0000-0002-3226-4727,,,No
3903,W4405315692,A5107853259,Andrew Singleton,,,,No
3904,W4405315692,A5101835599,Steffen Fischer,0000-0002-9821-2313,,,No
3905,W4405315692,A5086201841,Peter Bauer,0000-0001-9414-4555,,,No
3906,W4405315692,A5055082420,Xylena Reed,0000-0002-7563-9365,,,No
3907,W4405315692,A5042439287,Mina Ryten,0000-0001-9520-6957,Co-PI,Hardy,No
3908,W4405315692,A5042439287,Mina Ryten,0000-0001-9520-6957,Co-PI,Wood,No
3909,W4405315692,A5087304778,Christian Beetz,0000-0001-7061-2895,,,No
3910,W4405315692,A5027663167,Michael Ward,0000-0002-5296-8051,,,No
3911,W4405315692,A5081815660,Njideka Okubadejo,0000-0003-2975-8803,,,No
3912,W4405315692,A5072627174,Cornelis Blauwendraat,0000-0001-9358-8111,,,No
3913,W4406024079,A5003846639,Yuzhen Qin,0000-0003-1851-1370,,,No
3914,W4406024079,A5049920415,Fabio Pasqualetti,0000-0002-8457-8656,,,No
3915,W4406024079,A5009266404,Danielle Bassett,0000-0002-6183-4493,Collaborating PI,Biederer,No
3916,W4406024079,A5074794877,Marcel Gerven,0000-0002-2206-9098,,,No
3917,W4401944929,A5067997102,Elias Adriaenssens,0000-0001-9430-917X,Key Personnel,Hurley,Yes
3918,W4401944929,A5106830915,Stefan Schaar,0009-0009-6733-7277,,,No
3919,W4401944929,A5054466750,Annan Cook,0000-0001-6415-9107,Key Personnel,Hurley,No
3920,W4401944929,A5106778092,Jan Stuke,,,,No
3921,W4401944929,A5065987196,Justyna Sawa‐Makarska,0000-0002-9321-976X,Key Personnel,Hurley,No
3922,W4401944929,A5027374290,Thanh Nguyen,0000-0001-9698-0020,Key Personnel,Hurley,No
3923,W4401944929,A5041244181,Xuefeng Ren,0000-0002-4822-4316,Key Personnel,Hurley,No
3924,W4401944929,A5028534248,Martina Schuschnig,0000-0002-8926-6432,,,No
3925,W4401944929,A5078834887,Julia Romanov,0000-0002-2875-9487,,,No
3926,W4401944929,A5084050236,Grace Khuu,0000-0002-2550-0605,Key Personnel,Hurley,No
3927,W4401944929,A5061877082,Michael Lazarou,0000-0003-2150-5545,Co-PI,Hurley,No
3928,W4401944929,A5059945365,Gerhard Hummer,0000-0001-7768-746X,Paid Collaborator,Hurley,No
3929,W4401944929,A5061450716,James Hurley,0000-0001-5054-5445,Lead PI,Hurley,No
3930,W4401944929,A5029002091,Sascha Martens,0000-0003-3786-8199,Co-PI,Hurley,Yes
3931,W4406272803,A5035859489,MacKenzie Bolen,0000-0003-1973-3784,Key Personnel,Liddle,No
3932,W4406272803,A5035859489,MacKenzie Bolen,0000-0003-1973-3784,Key Personnel,Liddle,No
3933,W4406272803,A5070930245,Beatriz Gomes,0009-0004-2908-8672,,,No
3934,W4406272803,A5033737236,Blake Gill,0009-0001-8624-7818,,,No
3935,W4406272803,A5077448441,Kelly Menees,0000-0003-4282-8546,Key Personnel,Liddle,No
3936,W4406272803,A5103108690,Hannah Staley,0009-0001-8284-6178,,,No
3937,W4406272803,A5079636197,Janna Jernigan,0000-0003-0771-384X,Key Personnel,Liddle,No
3938,W4406272803,A5079636197,Janna Jernigan,0000-0003-0771-384X,Key Personnel,Liddle,No
3939,W4406272803,A5008036209,Malú Tansey,0000-0002-1719-4708,Co-PI,Liddle,No
3940,W4403929553,A5052796171,Kathryn Step,0000-0002-4054-7030,,,No
3941,W4403929553,A5107494891,Esraa Eltaraifee,0009-0004-0339-6749,,,No
3942,W4403929553,A5087641052,Inas Elsayed,0000-0003-4646-8218,,,No
3943,W4403929553,A5046085997,Nomena Rasaholiarison,0000-0003-0900-9776,,,No
3944,W4403929553,A5081815660,Njideka Okubadejo,0000-0003-2975-8803,,,No
3945,W4403929553,A5057029070,Richard Walker,0000-0002-7551-4124,,,No
3946,W4403929553,A5070800528,Wael Mohamed,,,,No
3947,W4403929553,A5073112819,Mie Rizig,0000-0003-2420-4449,,,No
3948,W4403929553,A5042119624,Sara Bandrés‐Ciga,0000-0003-0056-1361,,,No
3949,W4403929553,A5052101031,Alastair Noyce,0000-0003-3027-5497,,,No
3950,W4403929553,A5054376900,Sumit Dey,0000-0002-9087-4486,,,No
3951,W4403929553,A5066469739,Global Program,,,,No
3952,W4403929553,A5054404642,Soraya Bardien,0000-0002-3508-3438,,,Yes
3953,W4403929553,A5086146440,María Periñán,0000-0001-7412-7440,,,Yes
3954,W4400672529,A5085666638,Safa Bouabid,0000-0003-4184-3795,Key Personnel,Cragg,No
3955,W4400672529,A5010334050,Liangzhu Zhang,0000-0002-7968-6847,,,No
3956,W4400672529,A5054612290,Mai-Anh Vu,0000-0003-4766-1159,Key Personnel,Cragg,No
3957,W4400672529,A5113290446,Kylie Tang,,,,No
3958,W4400672529,A5111258341,Benjamin Graham,0009-0004-6303-1784,,,No
3959,W4400672529,A5093284830,Christian Noggle,0009-0003-0225-3677,,,No
3960,W4400672529,A5003078833,Mark Howe,0000-0002-6865-5084,Co-PI,Cragg,No
3961,W4396973832,A5092920123,Maggie Sodders,0000-0001-6009-1264,,,No
3962,W4396973832,A5029384804,Julián Ávila-Pacheco,0000-0001-9388-3946,,,No
3963,W4396973832,A5060362786,E. Okorie,0009-0003-6600-3677,,,No
3964,W4396973832,A5100763967,Ming Shen,,,,No
